id,type,key,value
1677664263,addr,street,Darya Court
1677669094,addr,housenumber,472
1677669094,addr,street,Parvin Drive
1677669097,addr,housenumber,471
1677669097,addr,street,Parvin Drive
1677669099,addr,housenumber,478
1677669099,addr,street,Parvin Drive
1677669101,addr,housenumber,479
1677669101,addr,street,Parvin Drive
1677805268,regular,amenity,car_wash
1677805268,regular,automated,no
1677805268,regular,name,Bubbles Hand Wash
1677805268,regular,self_service,no
1678631164,regular,atm,yes
1678631164,regular,name,7-Eleven
1678631164,regular,shop,convenience
1678735706,regular,amenity,fast_food
1678735706,regular,cuisine,sandwich
1678735706,regular,name,Sweet Onion
1679064293,regular,name,Sunnyvale Nison
1679064293,regular,shop,car
1679064313,regular,amenity,atm
1679064313,regular,operator,Bank of America
1679064377,regular,name,O'Reilly Auto Parts
1679064377,regular,shop,car_parts
1679119056,regular,leisure,playground
1680844429,regular,highway,traffic_signals
1680844431,regular,railway,level_crossing
1680844433,regular,highway,traffic_signals
1680844436,regular,railway,level_crossing
1683698837,addr,housenumber,1200
1683698837,addr,postcode,94040
1683698837,addr,street,Dale Avenue
1683698837,regular,building,apartments
1683698837,regular,name,Greendale
1683714368,regular,name,Greendale
1683714368,regular,place,hamlet
1684111380,regular,amenity,second_hand
1684111380,regular,name,Goodwill
1685188744,addr,housenumber,150
1685188744,addr,street,North Wolfe Road
1685188744,regular,name,B2 Perfection Auto Body
1685188744,regular,shop,car_repair
1685188744,regular,website,http://www.b2perfection.com/
1689921753,regular,amenity,restaurant
1689921753,regular,cuisine,japanese
1689921753,regular,name,Gyu-Kaku
1689923296,addr,housenumber,19700
1689923296,regular,amenity,fast_food
1689923296,regular,cuisine,ice_cream
1689923296,regular,name,Yogurtland
1694939154,regular,natural,tree
1694939514,regular,natural,tree
1694940010,regular,natural,tree
1699090143,regular,amenity,kindergarten
1700007812,regular,highway,stop
1700664338,regular,crossing,traffic_signals
1700664338,regular,highway,crossing
1704948708,regular,name,Cupertino Village
1704948708,regular,shop,mall
1704948709,regular,description,"Very comprehensive Christmas decorations, set to music (tune radio to 104.1)"
1704948709,regular,name,Tangerine Christmas Display
1704948709,regular,opening_hours,Nightly from Thanksgiving through Christmas
1704948709,regular,tourism,viewpoint
1704948727,regular,highway,turning_circle
1704948730,regular,highway,turning_circle
1704948799,regular,barrier,entrance
1704948799,regular,bicycle,yes
1704948799,regular,foot,yes
1706628565,regular,highway,crossing
1706628592,regular,access,yes
1706628592,regular,barrier,bollard
1706628592,regular,bicycle,yes
1706628592,regular,foot,yes
1706628598,regular,barrier,bollard
1706628598,regular,bicycle,yes
1706628598,regular,foot,yes
1707873806,regular,amenity,car_wash
1707873806,regular,name,Car Wash
1707874209,addr,housename,16
1707874209,regular,building,apartments
1707874209,regular,name,Apt 16
1707874911,addr,housename,17
1707874911,regular,building,apartments
1707874911,regular,name,17
1707882749,regular,building,apartments
1707882749,regular,name,Bldg 1 & Rental/Leasing Office
1707883676,regular,amenity,bench
1707883677,regular,amenity,bench
1707883678,regular,amenity,bench
1707883679,regular,amenity,bench
1707883680,regular,amenity,bench
1715474201,addr,city,Palo Alto
1715474201,addr,postcode,94306
1715474201,addr,street,S California Ave
1715474201,regular,name,Marcus & Millichap Pacific Property Company
1715474201,regular,office,estate_agent
1715474201,regular,phone,650-856-9800
1715474201,regular,website,www.pacificpropertyco.com
1715474213,addr,city,Palo Alto
1715474213,addr,postcode,94306
1715474213,addr,street,S California Ave
1715474213,regular,name,Marcus & Millichap SummerHill Homes
1715474213,regular,office,estate_agent
1715474213,regular,phone,(650) 857-0122
1715474213,regular,website,http://www.summerhillhomes.com
1718407536,regular,fax,650-849-4800
1718407536,regular,name,Bingham
1718407536,regular,phone,650-849-4400
1718407536,regular,website,http://www.bingham.com/LocationDetails.aspx?LocationID=9
1718407537,regular,fax,650-320-1900
1718407537,regular,name,Paul Hastings
1718407537,regular,office,lawyer
1718407537,regular,phone,650-320-1800
1718407537,regular,website,http://www.paulhastings.com/offices_paloalto.aspx
1721406559,regular,natural,tree
1722140170,addr,city,Mountain View
1722140170,addr,housenumber,186
1722140170,addr,street,Castro Street
1722140170,regular,amenity,restaurant
1722140170,regular,cuisine,mediterranean
1722140170,regular,name,La Fontaine
1722141153,addr,city,Mountain View
1722141153,addr,housenumber,180
1722141153,addr,street,Castro Street
1722141153,regular,amenity,restaurant
1722141153,regular,cuisine,japanese
1722141153,regular,name,Shabuway
1722142269,addr,city,Mountain View
1722142269,addr,housenumber,160
1722142269,addr,street,Castro Street
1722142269,regular,amenity,restaurant
1722142269,regular,cuisine,pizza
1722142269,regular,name,Doppio Zero
1722143266,regular,name,Independent Order of Odd Fellows
1722146746,addr,housenumber,210
1722146746,regular,name,Hong Kong Bakery and Cafe
1722146746,regular,shop,bakery
1722147412,addr,housenumber,212
1722147412,regular,amenity,restaurant
1722147412,regular,cuisine,mediterranean
1722147412,regular,name,Gyros House
1722162306,regular,amenity,restaurant
1722162306,regular,cuisine,indian
1722162306,regular,name,Shezan
1722505392,regular,highway,traffic_signals
1722505395,regular,highway,traffic_signals
1722505397,regular,highway,traffic_signals
1723464797,addr,city,Palo Alto
1723464797,addr,housenumber,475
1723464797,addr,postcode,94306
1723464797,addr,street,South California Avenue
1723464797,regular,name,Campus Barber Shop
1723464797,regular,opening_hours,"unknown ""none listed"""
1723464797,regular,phone,(650) 853-8442
1723464797,regular,shop,hairdresser
1723464800,addr,city,Palo Alto
1723464800,addr,housenumber,459
1723464800,addr,postcode,94306
1723464800,addr,street,California Avenue
1723464800,regular,amenity,library
1723464800,regular,name,Christian Science Reading Room
1723464811,addr,city,Palo Alto
1723464811,addr,housenumber,2600 #210
1723464811,addr,postcode,94304
1723464811,addr,street,El Camino Real
1723464811,regular,name,DeLeon Realty
1723464811,regular,phone,650-543-8500
1723464811,regular,website,http://deleonrealty.com/
1723464813,addr,city,Palo Alto
1723464813,addr,housenumber,461
1723464813,addr,postcode,94306
1723464813,addr,street,South California Avenue
1723464813,regular,name,Palo Alto Eyeworks
1723464813,regular,opening_hours,Mo-Fr 09:30-17:30; Sa 10:00-13:00
1723464813,regular,phone,(650) 327-5665
1723464813,regular,shop,optician
1723464813,regular,website,http://paloaltoeyeworks.com
1724630008,addr,city,Palo Alto
1724630008,addr,housenumber,"550, #100"
1724630008,addr,postcode,94306
1724630008,addr,street,S California Ave
1724630008,regular,email,bert@mayfieldadvisors.com
1724630008,regular,fax,650-856-6620
1724630008,regular,name,Mayfield Advisors
1724630008,regular,office,accountant
1724630008,regular,phone,(650) 856-6600
1724630008,regular,website,http://www.mayfieldadvisors.net
1724670923,addr,city,Palo Alto
1724670923,addr,housenumber,453
1724670923,addr,postcode,94306
1724670923,addr,street,California Avenue
1724670923,regular,name,Hairshaper's Club
1724670923,regular,opening_hours,Mo-Sa 10:00-19:00; Su 10:00-18:00
1724670923,regular,phone,(650) 329-8040
1724670923,regular,shop,hairdresser
1724670931,addr,city,Palo Alto
1724670931,addr,housenumber,447
1724670931,addr,street,California Avenue
1724670931,regular,amenity,restaurant
1724670931,regular,cuisine,french
1724670931,regular,name,Pastis Bistro
1724670931,regular,operator,Joanie's
1724670931,regular,phone,+16503241355
1724758465,regular,name,Nitin Jewelers
1724758465,regular,shop,jewelers
1724758560,regular,name,Amazing Face
1724758560,regular,shop,hairdresser
1724861805,addr,city,Palo Alto
1724861805,addr,housenumber,415
1724861805,addr,postcode,94306
1724861805,addr,street,South California Avenue
1724861805,regular,amenity,restaurant
1724861805,regular,name,Chez Francs
1724861806,addr,city,Palo Alto
1724861806,addr,housenumber,409
1724861806,addr,postcode,94306
1724861806,addr,street,California Avenue
1724861806,regular,email,zengardennailspa@yahoo.com
1724861806,regular,name,Zen Garden Nail Spa
1724861806,regular,phone,650-328-2269
1724861806,regular,shop,beauty
1724861806,regular,website,http://www.zengardennailspa.com/
1726117018,addr,city,Palo Alto
1726117018,addr,housenumber,427
1726117018,addr,postcode,94306
1726117018,addr,street,South California Avenue
1726117019,addr,city,Palo Alto
1726117019,addr,housenumber,431
1726117019,addr,postcode,94306
1726117019,addr,street,California Avenue
1726117020,addr,city,Palo Alto
1726117020,addr,housenumber,435
1726117020,addr,postcode,94306
1726117020,addr,street,South California Avenue
1726117020,regular,email,info@paifsc.com
1726117020,regular,name,Palo Alto Institute for Systemic Coaching
1726117020,regular,phone,650.325.1942
1726117020,regular,website,http://www.paifsc.com/index.html
1726117021,addr,city,Palo Alto
1726117021,addr,housenumber,429
1726117021,addr,street,California Avenue
1726117021,regular,description,"Running clothes, running shoes, coffee bar"
1726117021,regular,name,Zombie Runner
1726117021,regular,opening_hours,Tu-Sa 09:00-18:00; Su-Mo 09:00-16:00
1726117021,regular,phone,+16503252048
1726117021,regular,shop,sports
1726117021,regular,website,http://www.zombierunner.com
1727203708,addr,city,Palo Alto
1727203708,addr,housenumber,480 #201
1727203708,addr,postcode,94306
1727203708,addr,street,South California Avenue
1727203708,regular,email,info@benetech.org
1727203708,regular,fax,650-475-1066
1727203708,regular,name,Benetech
1727203708,regular,office,ngo
1727203708,regular,phone,650-644-3400
1727203708,regular,website,http://www.benetech.org
1727203709,addr,city,Palo Alto
1727203709,addr,housenumber,456
1727203709,addr,postcode,94306
1727203709,addr,street,South California Avenue
1727203709,regular,email,contact@californiaavenueoptometry.com
1727203709,regular,fax,650-617-4550
1727203709,regular,name,California Avenue Optometry
1727203709,regular,phone,650-617-2020
1727203709,regular,shop,optician
1727203709,regular,website,http://www.californiaavenueoptometry.com/
1727203710,addr,city,Palo Alto
1727203710,addr,housenumber,"460, #203"
1727203710,addr,postcode,94306
1727203710,addr,street,South California Avenue
1727203710,regular,email,lai@alderins.com
1727203710,regular,fax,650 326-5240
1727203710,regular,name,Lee Aldinger Insurance
1727203710,regular,office,insurance
1727203710,regular,phone,650 326-3350
1727203710,regular,website,http://www.aldingerins.com/
1729573628,addr,housenumber,1040
1729573628,addr,street,Grant Road
1729573628,regular,amenity,restaurant
1729573628,regular,name,Sweet Tomatoes
1729778805,addr,city,Palo Alto
1729778805,addr,housenumber,410
1729778805,addr,postcode,94306
1729778805,addr,street,California Avenue
1729778805,regular,name,European Cobblery
1729778805,regular,phone,650-323-0409
1729778805,regular,shop,shoes
1729778805,regular,website,http://theclogmarket.com
1729778812,addr,city,Palo Alto
1729778812,addr,housenumber,442
1729778812,addr,postcode,94306
1729778812,addr,street,California Avenue
1729778812,regular,description,SAT prep and tutoring
1729778812,regular,fax,650-494-3857
1729778812,regular,name,IvyTutor
1729778812,regular,phone,650-494-3883
1729778812,regular,website,http://www.ivytutorcenter.com
1729919565,regular,amenity,cafe
1729919565,regular,name,Starbucks
1729919570,addr,housenumber,1712
1729919570,regular,amenity,fast_food
1729919570,regular,cuisine,frozen yogurt
1729919570,regular,name,Fro Yo
1729919570,regular,source,local_knowledge
1730800948,addr,city,Palo Alto
1730800948,addr,housenumber,444
1730800948,addr,postcode,94306
1730800948,addr,street,California Avenue
1730800948,regular,description,"Specializes in yard art - pots, fountains, etc"
1730800948,regular,name,Toscano Garden
1730800948,regular,opening_hours,M-Sun 10-8
1730800948,regular,phone,+16503222400
1730800948,regular,shop,garden_centre
1733276256,addr,city,Palo Alto
1733276256,addr,housenumber,950
1733276256,addr,postcode,94304
1733276256,addr,street,Page Mill Road
1733276256,regular,fax,650-858-6100
1733276256,regular,name,Wilmer Hale
1733276256,regular,office,lawyer
1733276256,regular,phone,+16508586000
1733561658,regular,amenity,dentist
1733561658,regular,name,Dr.Kalai Dentist
1733689283,regular,name,La Miche
1733689283,regular,shop,bakery
1734450110,addr,city,Palo Alto
1734450110,addr,housenumber,321
1734450110,addr,postcode,94306
1734450110,addr,street,South California Avenue
1734450110,regular,amenity,restaurant
1734450110,regular,cuisine,mexican
1734450110,regular,name,Taqueria Azteca
1734450110,regular,operator,Antonio's Nut House
1734450110,regular,phone,(650) 326-8924
1734450138,regular,highway,crossing
1737567240,regular,emergency,fire_hydrant
1737567240,fire_hydrant,type,pillar
1737621564,regular,amenity,fountain
1737621672,regular,emergency,fire_hydrant
1737621672,fire_hydrant,type,pillar
1737621714,regular,emergency,fire_hydrant
1737621714,fire_hydrant,type,pillar
1737926905,addr,city,Palo Alto
1737926905,addr,housenumber,320
1737926905,addr,postcode,94306
1737926905,addr,street,South California Avenue
1737926905,regular,name,Gallery House
1737926905,regular,shop,art
1737926909,addr,city,Palo Alto
1737926909,addr,housenumber,350
1737926909,addr,postcode,94306
1737926909,addr,street,California Avenue
1737926909,regular,fax,650-323-7894
1737926909,regular,name,Mahin & Co.
1737926909,regular,phone,+16503237788
1737926909,regular,shop,beauty
1737926909,regular,website,http://www.mahinco.com/
1740354019,regular,amenity,cafe
1740354019,regular,cuisine,coffee_shop
1740354019,regular,name,Starbucks
1740354019,regular,wifi,free
1740386742,regular,name,Crowne Plazza
1740386742,regular,tourism,hotel
1742329171,regular,amenity,school
1742329171,regular,name,Singularity University 
1761722260,addr,city,Palo Alto
1761722260,addr,housenumber,101
1761722260,addr,postcode,94036
1761722260,addr,street,S California Ave
1761722260,regular,name,Central Nails
1761722260,regular,phone,(650) 327-2580
1761722260,regular,shop,beauty
1761722261,addr,city,Palo Alto
1761722261,addr,housenumber,151
1761722261,addr,postcode,94036
1761722261,addr,street,S California Ave
1761722261,regular,amenity,restaurant
1761722261,regular,cuisine,chinese
1761722261,regular,name,Peking Duck
1761722261,regular,opening_hours,Mo-Su 11:00-21:30
1761722261,regular,phone,(650) 321-9388
1761722261,regular,wheelchair,yes
1761722262,addr,city,Palo Alto
1761722262,addr,housenumber,101 #D
1761722262,addr,postcode,94036
1761722262,addr,street,S California Ave
1761722262,regular,craft,tailor
1761722262,regular,email,savannah.pham@yahoo.com
1761722262,regular,name,Savannah Tailoring
1761722262,regular,phone,650-329-1789
1761722262,regular,website,http://www.savannahtailoring.com/
1761722263,addr,city,Palo Alto
1761722263,addr,housenumber,101
1761722263,addr,postcode,94036
1761722263,addr,street,S California Ave
1761722263,regular,fax,(650 326-3305
1761722263,regular,name,Super Streaks
1761722263,regular,phone,(650) 326-3300
1761722263,regular,shop,hairdresser
1761722263,regular,website,http://superstreaks.com/
1765758686,addr,city,Palo Alto
1765758686,addr,housenumber,"101, #D-109"
1765758686,addr,postcode,94306
1765758686,addr,street,S California Ave
1765758686,regular,name,Douglas And Moore
1765758686,regular,office,estate_agent
1765758686,regular,phone,(650) 326-3306
1765758686,regular,website,http://www.paloaltorealestateinc.com/
1765758687,addr,city,Palo Alto
1765758687,addr,housenumber,"299, #100"
1765758687,addr,postcode,94306
1765758687,addr,street,South California Avenue
1765758687,regular,email,paloalto@purebarre.com
1765758687,regular,name,Pure Barre
1765758687,regular,phone,650 798-4048
1765758687,regular,website,http://purebarre.com/
1765758688,addr,city,Palo Alto
1765758688,addr,housenumber,"299, #110"
1765758688,addr,postcode,94306
1765758688,addr,street,South California Avenue
1765758688,regular,email,truesalon@sbcglobal.net
1765758688,regular,fax,(650) 329-9362
1765758688,regular,name,True
1765758688,regular,phone,(650) 329-9397
1765758688,regular,shop,hairdresser
1765758688,regular,website,http://www.truesalon.net/
1765758689,addr,city,Palo Alto
1765758689,addr,housenumber,"299, #200"
1765758689,addr,postcode,94306
1765758689,addr,street,South California Avenue
1765758689,regular,email,labs-info@yandex-team.ru
1765758689,regular,fax,650-838-0098
1765758689,regular,name,Yandex Labs
1765758689,regular,office,research
1765758689,regular,phone,650-838-0880
1765758689,regular,website,http://company.yandex.com/general_info/labs/
1765758696,regular,traffic_calming,hump
1765758697,regular,highway,stop
1765758698,regular,highway,stop
1765758699,regular,traffic_calming,hump
1765758700,regular,highway,stop
1765758701,regular,highway,stop
1765758702,regular,highway,stop
1765758703,regular,highway,stop
1765758704,regular,highway,stop
1770222328,addr,city,Los Altos
1770222328,addr,housenumber,397
1770222328,addr,postcode,94022
1770222328,addr,street,Main Street
1770222328,regular,amenity,pub
1770222328,regular,name,First and Main Sports Lounge
1770222328,regular,website,http://www.firstandmainsportslounge.com/
1770222328,regular,wifi,free
1770222913,addr,housenumber,367
1770222913,addr,postcode,94022
1770222913,addr,street,State Street
1770222913,regular,amenity,cafe
1770222913,regular,cuisine,coffee_shop
1770222913,regular,name,Peet's Coffee & Tea
1770222913,regular,phone,6509416722
1770222913,regular,website,http://www.peets.com/
1770222913,regular,wifi,yes
1775119828,addr,city,Mountain View
1775119828,addr,country,US
1775119828,addr,housenumber,93
1775119828,addr,postcode,94040
1775119828,addr,street,West El Camino Real
1775119828,regular,email,reservations@hotelstrata.com
1775119828,regular,fax,+1(650) 967 4834
1775119828,regular,internet_access,yes
1775119828,regular,name,Hotel Strata
1775119828,regular,phone,+1(650) 967 6957
1775119828,regular,tourism,hotel
1775119828,regular,website,http://www.hotelstrata.com/
1777728355,addr,housenumber,1189
1777728355,addr,street,West El Camino Real
1777728355,regular,name,Coin-Op Laundry
1777728355,regular,shop,laundry
1777728360,regular,amenity,parking_space
1777728360,capacity,disabled,yes
1777728361,regular,amenity,parking_space
1777728361,capacity,disabled,yes
1777728363,regular,amenity,parking_space
1777728363,capacity,disabled,yes
1777728364,regular,amenity,parking_space
1777728364,capacity,disabled,yes
1777728365,regular,amenity,parking_space
1777728365,capacity,disabled,yes
1777728368,regular,amenity,parking_space
1777728368,capacity,disabled,yes
1777740199,regular,amenity,bench
1777740202,regular,emergency,fire_hydrant
1777746939,regular,amenity,bench
1777746940,regular,emergency,fire_hydrant
1777746941,regular,amenity,parking
1777746941,capacity,disabled,yes
1777746942,regular,amenity,parking
1777746942,capacity,disabled,yes
1777746944,regular,emergency,fire_hydrant
1777779981,addr,housenumber,671
1777779981,addr,street,South Bernardo Avenue
1777779981,regular,amenity,restaurant
1777779981,regular,cuisine,mexican
1777779981,regular,name,Casa Lupe
1777779982,addr,housenumber,647
1777779982,addr,street,South Bernardo Avenue
1777779982,regular,amenity,dentist
1777779982,regular,name,Cherry Chase Dental
1777779982,regular,website,http://www.cherrychasedental.net/
1777779983,addr,housenumber,649
1777779983,addr,street,South Bernardo Avenue
1777779983,regular,name,Cosmopolitan Catering
1777779983,regular,shop,deli
1777779984,regular,name,Dryclean A.B.C.
1777779984,regular,shop,dry_cleaning
1777779985,addr,housenumber,653
1777779985,addr,street,South Bernardo Avenue
1777779985,regular,amenity,restaurant
1777779985,regular,cuisine,chinese
1777779985,regular,name,First Wok
1777779986,addr,housenumber,659
1777779986,addr,street,South Bernardo Avenue
1777779986,regular,name,Golf-Tech
1777779986,regular,shop,sports
1777779987,addr,housenumber,667
1777779987,addr,street,South Bernardo Avenue
1777779987,regular,name,Hair Glamour
1777779987,regular,shop,hairdresser
1777779988,addr,housenumber,675
1777779988,addr,street,South Bernardo Avenue
1777779988,regular,amenity,restaurant
1777779988,regular,cuisine,sushi
1777779988,regular,name,Hanamaru
1777779990,addr,housenumber,645
1777779990,addr,street,South Bernardo Avenue
1777779990,regular,shop,laundry
1777779992,regular,name,Nail Galleria
1777779992,regular,shop,beauty
1777779992,regular,website,http://nailgalleriaonline.com/
1777779994,addr,housenumber,665
1777779994,addr,street,South Bernardo Avenue
1777779994,regular,amenity,fast_food
1777779994,regular,cuisine,pizza
1777779994,regular,name,Round Table Pizza
1777779996,addr,housenumber,663
1777779996,addr,street,South Bernardo Avenue
1777779996,regular,name,Royal Massage & Spa
1777779996,regular,shop,massage
1777779998,addr,housenumber,669
1777779998,addr,street,South Bernardo Avenue
1777779998,regular,name,Sugar Butter Flour Pastry Shop
1777779998,regular,shop,bakery
1777780001,regular,emergency,fire_hydrant
1777780013,regular,emergency,fire_hydrant
1781786978,regular,source,Bing
1782073995,regular,maxspeed,65 mph
1782073995,source,maxspeed,sign
1782073995,regular,traffic_sign,maxspeed
1782988097,regular,highway,crossing
1782988228,regular,access,private
1782988228,regular,amenity,parking_entrance
1783198282,regular,entrance,yes
1783198283,regular,entrance,yes
1783198284,regular,entrance,yes
1783200419,regular,name,Le Boulanger
1783200419,regular,shop,bakery
1783200420,regular,amenity,post_office
1783200420,regular,name,UPS Store
1783200420,regular,operator,UPS
1783200420,regular,website,http://www.ups.com/
1783200421,regular,amenity,restaurant
1783200421,regular,cuisine,mediterranean
1783200421,regular,name,Mediterranean Grill House
1783200422,regular,name,Site for Sore Eyes
1783200422,regular,shop,optician
1783201375,regular,amenity,toilets
1784361094,addr,city,Palo Alto
1784361094,addr,housenumber,200
1784361094,addr,street,Portage Avenue
1784361094,regular,name,IntApp
1784361095,addr,city,Palo Alto
1784361095,addr,housenumber,220
1784361095,addr,street,Portage Avenue
1784361095,regular,name,Groupon
1784361096,addr,city,Palo Alto
1784361096,addr,housenumber,230
1784361096,addr,street,Portage Avenue
1784361097,addr,housenumber,210
1784361097,addr,street,Portage Avenue
1784361097,regular,name,imo.im
1785886555,addr,city,Cupertino
1785886555,addr,housenumber,21000
1785886555,addr,postcode,95014
1785886555,addr,street,Stevens Creek Boulevard
1785886555,regular,amenity,restaurant
1785886555,regular,cuisine,sandwich
1785886555,regular,name,Ike's Place
1785886555,regular,phone,+1 (408) 861-1000
1785886555,regular,website,http://ilikeikesplace.com
1787708958,regular,highway,stop
1787708958,regular,source,Bing
1787708961,regular,highway,stop
1787708961,regular,source,Bing
1787710981,regular,highway,stop
1787710981,regular,source,Bing
1787726335,regular,highway,stop
1787726335,regular,source,Bing
1787726336,regular,highway,stop
1787726336,regular,source,Bing
1787726337,regular,highway,stop
1787726337,regular,source,Bing
1787964529,regular,maxspeed,35 mph
1787964529,regular,traffic_sign,maxspeed
1792718693,regular,maxspeed,35 mph
1792718693,regular,traffic_sign,maxspeed
1797692556,addr,city,Mountain View
1797692556,addr,country,US
1797692556,addr,housenumber,160
1797692556,addr,postcode,94043
1797692556,addr,street,North Rengstorff Avenue
1797692556,regular,amenity,place_of_worship
1797692556,regular,building,yes
1797692556,regular,denomination,catholic
1797692556,regular,name,Saint Athanasius Catholic Church
1797692556,regular,note,Mass Schedule  Sunday: - 8:30; 10:30; 12:00; 1:30 (Spanish); 5:30 Saturday: - Vigil Mass 5:30; 7:30 (Spanish) Monday - Friday: - 6:45; 9:00 a.m. Saturday: - 9:00 Holy Days: - 6:45am; 9:00am; 5:30pm; 7:00pm (Spanish)
1797692556,regular,phone,(650) 961-8600
1797692556,regular,religion,christian
1797692556,regular,website,http://www.saintathanasius.com/
1800165817,regular,barrier,gate
1801225051,addr,housenumber,19748
1801225051,regular,amenity,confectionary
1801225051,regular,name,beard papa's
1801225868,addr,housenumber,19672
1801225868,regular,amenity,restaurant
1801225868,regular,created_by,iLOE 1.9
1801225868,regular,name,Olarn Thai Cuisine
1801225902,addr,housenumber,19656
1801225902,regular,created_by,iLOE 1.9
1801225902,regular,name,Lily Salon & day spa
1801226298,addr,housenumber,19658
1801226298,regular,created_by,iLOE 1.9
1801226298,regular,name,Golden Gem
1801226298,regular,shop,jewelry
1801226759,addr,housenumber,19664
1801226759,regular,name,Summit Silk Bedding
1801226759,regular,shop,bed
1801227265,addr,housenumber,19668
1801227265,regular,amenity,dentist
1801227265,regular,name,"Family & Cosmetic Dentistry Ellen Peng, D.d.s."
1801227983,regular,amenity,restaurant
1801227983,regular,created_by,iLOE 1.9
1801227983,regular,name,JT McHart's Pizza
1801922018,addr,city,Palo Alto
1801922018,addr,country,US
1801922018,addr,housenumber,670
1801922018,addr,postcode,94306
1801922018,addr,street,San Antonio Road
1801922018,regular,name,San Antonio Village
1804411638,addr,city,Palo Alto
1804411638,addr,country,US
1804411638,addr,housenumber,444
1804411638,addr,postcode,94306
1804411638,addr,street,San Antonio Road
1811212221,regular,power,tower
1811212222,regular,power,tower
1811212223,regular,power,tower
1811212225,regular,power,tower
1811212226,regular,power,tower
1811212227,regular,power,tower
1811212229,regular,power,tower
1811212232,regular,power,tower
1811212234,regular,power,tower
1811212237,regular,power,tower
1811212244,regular,power,tower
1811212245,regular,power,tower
1811212246,regular,power,tower
1811212249,regular,power,tower
1811212251,regular,power,tower
1811212254,regular,power,tower
1811212256,regular,power,tower
1811212259,regular,power,tower
1811212261,regular,power,tower
1811212263,regular,power,tower
1811212266,regular,power,tower
1811212269,regular,power,tower
1811212272,regular,power,tower
1811212276,regular,power,tower
1811212277,regular,power,tower
1811232196,regular,power,tower
1811232197,regular,power,tower
1811232198,regular,power,tower
1811232199,regular,power,tower
1811232200,regular,power,tower
1811232201,regular,power,tower
1811232202,regular,power,tower
1811232203,regular,power,tower
1811232204,regular,power,tower
1811232205,regular,power,tower
1811232206,regular,power,tower
1811232207,regular,power,tower
1811232208,regular,power,tower
1811232209,regular,power,tower
1811232210,regular,power,tower
1811232212,regular,power,tower
1811232213,regular,power,tower
1811232214,regular,power,tower
1812142533,regular,power,tower
1812142536,regular,power,tower
1812142537,regular,power,tower
1812142538,regular,power,tower
1812142543,regular,power,tower
1812142544,regular,power,tower
1812142545,regular,power,tower
1812142546,regular,power,tower
1818365458,regular,highway,turning_circle
1818368607,regular,amenity,bank
1818368607,regular,name,Wells Fargo
1818368616,regular,highway,turning_circle
1818369713,regular,amenity,cafe
1818369713,regular,name,Los Altos Bakery and Cafe
1819698465,addr,city,Los Altos
1819698465,addr,housenumber,987
1819698465,addr,postcode,94022
1819698465,addr,street,North San Antonio Road
1819698465,regular,name,Esther's German Bakery
1819698465,regular,note,2 extra pois for bakery and restaraunt. opening hours are different
1819698465,regular,opening_hours,Mo 07:30-17:00; Tu-Fr 07:30-21:00; Sa 08:00-21:00; Su 08:30-17:00
1819698465,regular,phone,+16509414463
1819698465,regular,shop,bakery
1819698465,regular,website,http://www.esthersbakery.com/
1827906615,regular,amenity,toilets
1827908140,regular,amenity,bench
1827914056,regular,amenity,bench
1827914057,regular,amenity,bench
1827914058,regular,amenity,bench
1828136809,addr,housenumber,40
1828136810,addr,housenumber,35
1828136811,addr,housenumber,25
1828149350,addr,housenumber,35
1831703572,regular,crossing,zebra
1831703572,regular,highway,crossing
1834844699,regular,amenity,cafe
1834844699,regular,name,Pearl Coffee and Tea
1834847644,regular,shop,supermarket
1834847647,regular,name,Target
1834847647,regular,shop,supermarket
1834847647,regular,website,http://www.target.com/
1843364341,addr,city,Sunnyvale
1843364341,addr,country,US
1843364341,addr,housenumber,1320b
1843364341,addr,postcode,94087
1843364341,addr,street,South Mary Avenue
1843364341,regular,amenity,public_building
1843364341,regular,name,Armed Forces Recuiting
1843364346,addr,city,Sunnyvale
1843364346,addr,country,US
1843364346,addr,housenumber,1314
1843364346,addr,postcode,94087
1843364346,addr,street,South Mary Avenue
1843364346,regular,amenity,restaurant
1843364346,regular,cuisine,american
1843364346,regular,name,Country Gourmet
1843364346,regular,phone,(408) 733-9446
1843364346,regular,website,http://country-gourmet.com/
1843364347,addr,city,Sunnyvale
1843364347,addr,country,US
1843364347,addr,housenumber,1358
1843364347,addr,postcode,94087
1843364347,addr,street,South Mary Avenue
1843364347,regular,name,De Anza Square Cleaners
1843364347,regular,shop,dry_cleaning
1843364349,addr,city,Sunnyvale
1843364349,addr,country,US
1843364349,addr,housenumber,1324
1843364349,addr,postcode,94087
1843364349,addr,street,South Mary Avenue
1843364349,regular,name,Valley Health and Accupuncture
1843364349,regular,phone,+1 408 736 9888
1843364367,addr,city,Sunnyvale
1843364367,addr,country,US
1843364367,addr,housenumber,1330
1843364367,addr,postcode,94087
1843364367,addr,street,South Mary Avenue
1843364367,regular,name,Pine Press Copying and Printing
1843364367,regular,shop,copyshop
1843364367,regular,website,http://pinepress.com
1843364369,addr,city,Sunnyvale
1843364369,addr,country,US
1843364369,addr,housenumber,1348
1843364369,addr,postcode,94087
1843364369,addr,street,South Mary Avenue
1843364369,regular,shop,vacant
1843364371,addr,city,Sunnyvale
1843364371,addr,country,US
1843364371,addr,housenumber,1356
1843364371,addr,postcode,94087
